engen_gas,engen_elec,engen_mintemp
3660.0,480.0,nan
2030.0,580.0,nan
4300.0,460.0,nan
34670.0,390.0,nan
860.0,490.0,nan
4270.0,530.0,nan
4890.0,340.0,nan
3530.0,230.0,nan
5470.0,320.0,nan
3630.0,390.0,nan
2170.0,200.0,nan
3530.0,150.0,nan
6750.0,230.0,nan
6340.0,190.0,nan
5350.0,240.0,nan
420.0,150.0,nan
8690.0,270.0,nan
6420.0,200.0,nan
6440.0,260.0,nan
6180.0,220.0,nan
1520.0,190.0,nan
8620.0,260.0,nan
1130.0,180.0,nan
4280.0,170.0,nan
6140.0,140.0,nan
8490.0,220.0,nan
4610.0,140.0,nan
2450.0,180.0,nan
6340.0,140.0,nan
7600.0,180.0,nan
6620.0,150.0,nan
7480.0,90.0,nan
5140.0,880.0,nan
10640.0,710.0,nan
10200.0,940.0,nan
3830.0,340.0,nan
3870.0,530.0,nan
13020.0,490.0,nan
74190.0,nan,nan
13390.0,470.0,nan
8600.0,290.0,4.0
36320.0,580.0,4.0
7420.0,860.0,8.0
4480.0,490.0,9.0
6080.0,410.0,10.0
10070.0,980.0,12.0
23850.0,490.0,8.0
1290.0,600.0,6.0
5270.0,800.0,9.0
3240.0,500.0,8.0
170.0,570.0,6.0
690.0,420.0,5.0
3970.0,570.0,6.0
1210.0,460.0,2.0
1990.0,190.0,3.0
170.0,240.0,2.0
900.0,150.0,3.0
1390.0,270.0,2.0
3170.0,230.0,6.0
2010.0,340.0,3.0
5720.0,310.0,9.0
1380.0,360.0,9.0
1710.0,320.0,8.0
1070.0,180.0,9.0
4000.0,340.0,9.0
270.0,330.0,6.0
3450.0,330.0,6.0
860.0,340.0,4.0
1340.0,400.0,7.0
2580.0,430.0,7.0
1420.0,320.0,5.0
4060.0,460.0,7.0
990.0,740.0,5.0
1060.0,350.0,4.0
2900.0,380.0,5.0
830.0,380.0,7.0
680.0,340.0,11.0
1160.0,nan,10.0
1060.0,560.0,7.0
630.0,660.0,7.0
3580.0,930.0,5.0
620.0,630.0,6.0
5010.0,470.0,8.0
4010.0,780.0,8.0
880.0,470.0,7.0
590.0,490.0,9.0
3540.0,560.0,9.0
1480.0,430.0,10.0
400.0,290.0,11.0
1150.0,400.0,12.0
4270.0,280.0,11.0
2240.0,340.0,12.0
910.0,240.0,8.0
3160.0,340.0,7.0
5480.0,260.0,8.0
3710.0,340.0,9.0
2780.0,200.0,8.0
4160.0,270.0,10.0
3450.0,200.0,10.0
3040.0,300.0,11.0
2480.0,340.0,8.0
4580.0,380.0,14.0
530.0,450.0,9.0
3470.0,330.0,9.0
980.0,450.0,8.0
2370.0,340.0,11.0
1230.0,540.0,8.0
1900.0,450.0,10.0
1260.0,580.0,6.0
2560.0,400.0,7.0
3380.0,570.0,8.0
720.0,380.0,8.0
530.0,340.0,10.0
6530.0,250.0,11.0
3850.0,130.0,11.0
1520.0,260.0,12.0
2070.0,200.0,11.0
2300.0,200.0,9.0
660.0,130.0,9.0
1420.0,310.0,-2.0
1510.0,110.0,-3.0
1390.0,180.0,-6.0
1320.0,260.0,-4.0
3460.0,180.0,-3.0
5200.0,290.0,2.0
4880.0,320.0,0.0
2090.0,180.0,-2.0
1830.0,220.0,-2.0
6080.0,170.0,-1.0
3560.0,180.0,1.0
4080.0,100.0,6.0
1460.0,50.0,9.0
3370.0,240.0,4.0
3740.0,140.0,2.0
3070.0,280.0,8.0
1740.0,200.0,11.0
1690.0,300.0,6.0
4540.0,260.0,1.0
2690.0,220.0,-3.0
690.0,240.0,-2.0
3520.0,160.0,-4.0
5400.0,270.0,0.0
3860.0,300.0,3.0
nan,290.0,2.0
nan,280.0,0.0
nan,410.0,1.0
nan,330.0,2.0
nan,270.0,0.0
nan,310.0,1.0
nan,650.0,-4.0
nan,420.0,-3.0
nan,300.0,1.0
4220.0,420.0,2.0
6530.0,640.0,0.0
3890.0,410.0,2.0
4530.0,460.0,2.0
5630.0,1070.0,2.0
5870.0,400.0,6.0
14430.0,340.0,0.0
10280.0,840.0,-1.0
6490.0,460.0,-1.0
5710.0,440.0,0.0
9360.0,620.0,-1.0
7900.0,960.0,-4.0
13850.0,450.0,3.0
1420.0,190.0,4.0
5550.0,310.0,5.0
2290.0,260.0,3.0
5890.0,270.0,0.0
2900.0,150.0,2.0
3220.0,280.0,6.0
1090.0,130.0,4.0
7430.0,90.0,3.0
4580.0,200.0,1.0
2300.0,220.0,1.0
4500.0,100.0,2.0
4740.0,120.0,1.0
2970.0,90.0,1.0
2430.0,80.0,-1.0
3620.0,240.0,-1.0
2470.0,120.0,-4.0
4370.0,120.0,1.0
2130.0,130.0,0.0
2420.0,160.0,-1.0
200.0,120.0,0.0
730.0,250.0,-1.0
5570.0,200.0,1.0
1510.0,200.0,-1.0
320.0,200.0,2.0
2260.0,140.0,1.0
2150.0,160.0,2.0
nan,120.0,nan
340.0,140.0,nan
630.0,280.0,nan
3290.0,230.0,nan
nan,130.0,nan
950.0,130.0,nan
2590.0,100.0,nan
2010.0,130.0,nan
3700.0,130.0,nan
2840.0,90.0,nan
3370.0,1440.0,nan
3420.0,100.0,nan
3940.0,180.0,nan
3190.0,140.0,nan
2530.0,150.0,nan
4330.0,110.0,nan
2580.0,70.0,nan
2280.0,130.0,nan
4310.0,110.0,nan
3760.0,120.0,nan
670.0,220.0,nan
nan,150.0,nan
nan,210.0,nan
58390.0,260.0,nan
7290.0,310.0,nan
59550.0,280.0,nan
10700.0,500.0,nan
10550.0,490.0,nan
13500.0,370.0,nan
10250.0,330.0,nan
18320.0,860.0,nan
5990.0,380.0,nan
11280.0,680.0,nan
1680.0,500.0,nan
6780.0,720.0,nan
32860.0,650.0,nan
7300.0,1050.0,nan
8250.0,570.0,nan
5730.0,660.0,nan
3180.0,940.0,nan
8770.0,880.0,nan
4020.0,500.0,nan
330.0,400.0,nan
3140.0,420.0,nan
4060.0,450.0,nan
4270.0,580.0,nan
2730.0,570.0,nan
2500.0,500.0,nan
3770.0,600.0,nan
1190.0,580.0,nan
3820.0,560.0,nan
4310.0,450.0,nan
860.0,580.0,nan
1020.0,570.0,nan
6380.0,550.0,nan
2890.0,460.0,4.0
1260.0,460.0,4.0
5280.0,400.0,8.0
4910.0,530.0,9.0
16800.0,580.0,10.0
3810.0,720.0,12.0
nan,680.0,8.0
nan,550.0,6.0
16160.0,670.0,9.0
6710.0,580.0,8.0
14760.0,360.0,6.0
8980.0,nan,5.0
9520.0,580.0,6.0
9250.0,790.0,2.0
3050.0,370.0,3.0
6220.0,450.0,2.0
18230.0,580.0,3.0
13340.0,1140.0,2.0
1010.0,380.0,6.0
15390.0,570.0,3.0
12360.0,750.0,9.0
5450.0,620.0,9.0
5170.0,600.0,8.0
nan,590.0,9.0
nan,610.0,9.0
nan,610.0,6.0
nan,600.0,6.0
nan,610.0,4.0
nan,580.0,7.0
nan,570.0,7.0
nan,810.0,5.0
1700.0,430.0,7.0
780.0,520.0,5.0
280.0,660.0,4.0
420.0,810.0,5.0
780.0,470.0,7.0
130.0,600.0,11.0
1060.0,240.0,10.0
3390.0,320.0,7.0
700.0,380.0,7.0
390.0,370.0,5.0
1070.0,240.0,6.0
960.0,270.0,8.0
1170.0,350.0,8.0
800.0,200.0,7.0
nan,440.0,9.0
nan,340.0,9.0
nan,450.0,10.0
nan,310.0,11.0
nan,490.0,12.0
nan,530.0,11.0
1190.0,550.0,12.0
nan,540.0,8.0
nan,750.0,7.0
nan,300.0,8.0
950.0,650.0,9.0
1270.0,450.0,8.0
2030.0,350.0,10.0
2760.0,300.0,10.0
580.0,380.0,11.0
2740.0,490.0,8.0
4680.0,400.0,14.0
780.0,610.0,9.0
2480.0,nan,9.0
2310.0,560.0,8.0
1010.0,360.0,11.0
870.0,530.0,8.0
2020.0,380.0,10.0
1260.0,390.0,6.0
3350.0,310.0,7.0
1000.0,340.0,8.0
840.0,370.0,8.0
1680.0,nan,10.0
840.0,360.0,11.0
720.0,380.0,11.0
1600.0,350.0,12.0
220.0,360.0,11.0
3970.0,270.0,9.0
2140.0,410.0,9.0
1300.0,360.0,-3.0
880.0,350.0,-6.0
1860.0,400.0,-4.0
3220.0,310.0,-3.0
1420.0,180.0,2.0
1340.0,150.0,0.0
1120.0,250.0,-2.0
2160.0,230.0,-2.0
4100.0,220.0,-1.0
950.0,310.0,1.0
320.0,230.0,6.0
950.0,220.0,9.0
4930.0,160.0,4.0
3370.0,280.0,2.0
2920.0,400.0,8.0
2320.0,260.0,11.0
1010.0,170.0,6.0
5820.0,110.0,1.0
2420.0,60.0,-3.0
48970.0,250.0,-2.0
1220.0,180.0,-4.0
5750.0,170.0,0.0
2170.0,nan,3.0
7510.0,170.0,2.0
37600.0,140.0,0.0
8240.0,180.0,1.0
2910.0,120.0,2.0
9660.0,120.0,0.0
11560.0,110.0,1.0
7520.0,270.0,-4.0
6150.0,170.0,-3.0
8190.0,190.0,1.0
4740.0,200.0,2.0
2460.0,320.0,0.0
2190.0,310.0,2.0
2300.0,150.0,2.0
1730.0,240.0,2.0
3090.0,240.0,6.0
2250.0,380.0,0.0
2190.0,220.0,-1.0
2410.0,270.0,-1.0
540.0,250.0,0.0
1580.0,250.0,-1.0
2500.0,120.0,-4.0
2130.0,180.0,3.0
1230.0,170.0,4.0
3480.0,180.0,5.0
3120.0,80.0,3.0
2570.0,90.0,0.0
550.0,120.0,2.0
2460.0,90.0,6.0
1900.0,120.0,4.0
4730.0,120.0,3.0
1200.0,110.0,1.0
3730.0,730.0,1.0
3310.0,nan,2.0
7380.0,nan,1.0
3510.0,170.0,1.0
3120.0,160.0,-1.0
2720.0,180.0,-1.0
4030.0,240.0,-4.0
2910.0,240.0,1.0
11020.0,260.0,0.0
1990.0,170.0,-1.0
nan,290.0,0.0
nan,450.0,-1.0
nan,260.0,1.0
nan,340.0,-1.0
nan,170.0,2.0
nan,240.0,1.0
nan,280.0,2.0
nan,250.0,nan
4300.0,210.0,nan
2640.0,270.0,nan
5270.0,290.0,nan
3100.0,530.0,nan
4160.0,490.0,nan
4390.0,440.0,nan
5090.0,420.0,nan
2420.0,750.0,nan
2870.0,230.0,nan
5440.0,160.0,nan
5940.0,130.0,nan
1910.0,150.0,nan
3060.0,80.0,nan
2820.0,120.0,nan
3880.0,100.0,nan
3060.0,100.0,nan
2460.0,170.0,nan
6760.0,90.0,nan
5770.0,890.0,nan
13540.0,610.0,nan
150.0,750.0,nan
5820.0,50.0,nan
4330.0,980.0,nan
8250.0,670.0,nan
7580.0,1010.0,nan
9620.0,920.0,nan
9050.0,1040.0,nan
7270.0,420.0,nan
3300.0,560.0,nan
10990.0,350.0,nan
17300.0,100.0,nan
4560.0,90.0,nan
13240.0,1270.0,nan
17420.0,890.0,nan
10790.0,850.0,nan
3790.0,460.0,nan
3450.0,640.0,nan
5340.0,520.0,nan
3110.0,1040.0,nan
4330.0,490.0,nan
9550.0,620.0,nan
7450.0,730.0,nan
24370.0,520.0,nan
50320.0,440.0,nan
5470.0,350.0,nan
5960.0,380.0,nan
10820.0,320.0,nan
2550.0,250.0,nan
1880.0,200.0,nan
10080.0,540.0,nan
4340.0,400.0,nan
3420.0,140.0,nan
11080.0,130.0,nan
8850.0,340.0,nan
4760.0,180.0,4.0
4740.0,240.0,4.0
5990.0,250.0,8.0
9380.0,340.0,9.0
710.0,250.0,10.0
2030.0,370.0,12.0
4590.0,420.0,8.0
nan,500.0,6.0
nan,400.0,9.0
3010.0,370.0,8.0
2800.0,550.0,6.0
110.0,380.0,5.0
3550.0,460.0,6.0
4820.0,300.0,2.0
1580.0,270.0,3.0
600.0,150.0,2.0
1230.0,300.0,3.0
4950.0,310.0,2.0
2740.0,360.0,6.0
3710.0,450.0,3.0
1590.0,350.0,9.0
2900.0,560.0,9.0
660.0,380.0,8.0
1070.0,320.0,9.0
1520.0,410.0,9.0
1940.0,380.0,6.0
4410.0,350.0,6.0
1440.0,350.0,4.0
2070.0,360.0,7.0
4440.0,300.0,7.0
250.0,270.0,5.0
2840.0,470.0,7.0
630.0,400.0,5.0
390.0,250.0,4.0
580.0,100.0,5.0
1700.0,90.0,7.0
4080.0,130.0,11.0
2030.0,110.0,10.0
nan,130.0,7.0
nan,160.0,7.0
nan,90.0,5.0
320.0,120.0,6.0
790.0,140.0,8.0
2430.0,100.0,8.0
860.0,130.0,7.0
230.0,80.0,9.0
230.0,100.0,9.0
2980.0,100.0,10.0
3030.0,70.0,11.0
1720.0,120.0,12.0
nan,350.0,11.0
450.0,350.0,12.0
390.0,210.0,8.0
1370.0,220.0,7.0
760.0,340.0,8.0
1520.0,330.0,9.0
950.0,220.0,8.0
2170.0,360.0,10.0
1040.0,320.0,10.0
2090.0,340.0,11.0
1400.0,330.0,8.0
220.0,250.0,14.0
1010.0,340.0,9.0
410.0,420.0,9.0
1330.0,350.0,8.0
4110.0,380.0,11.0
1030.0,260.0,8.0
910.0,360.0,10.0
1420.0,360.0,6.0
670.0,260.0,7.0
nan,380.0,8.0
1210.0,250.0,8.0
470.0,260.0,10.0
750.0,150.0,11.0
340.0,230.0,11.0
5160.0,330.0,12.0
5460.0,370.0,11.0
220.0,310.0,9.0
3950.0,500.0,9.0
3870.0,340.0,-3.0
1380.0,520.0,-6.0
2620.0,580.0,-4.0
4440.0,400.0,-3.0
4680.0,360.0,2.0
24780.0,500.0,0.0
17650.0,300.0,-2.0
5470.0,260.0,-2.0
9800.0,420.0,-1.0
28010.0,440.0,1.0
13060.0,430.0,6.0
4720.0,450.0,9.0
12560.0,560.0,4.0
80100.0,nan,2.0
4800.0,470.0,8.0
4310.0,290.0,11.0
6820.0,340.0,6.0
3490.0,350.0,1.0
1420.0,250.0,-3.0
1260.0,400.0,-2.0
5470.0,380.0,-4.0
2700.0,260.0,0.0
420.0,380.0,3.0
3210.0,440.0,2.0
3210.0,560.0,0.0
2890.0,300.0,1.0
3550.0,440.0,2.0
2500.0,430.0,0.0
2910.0,440.0,1.0
5770.0,220.0,-4.0
2660.0,260.0,-3.0
360.0,140.0,1.0
3180.0,170.0,2.0
4390.0,120.0,0.0
990.0,250.0,2.0
3880.0,120.0,2.0
13940.0,150.0,2.0
900.0,190.0,6.0
1120.0,320.0,0.0
2070.0,210.0,-1.0
5500.0,120.0,-1.0
3500.0,260.0,0.0
4680.0,290.0,-1.0
3180.0,260.0,-4.0
7700.0,320.0,3.0
3190.0,400.0,4.0
4690.0,nan,5.0
2470.0,350.0,3.0
3560.0,290.0,0.0
1670.0,340.0,2.0
2980.0,570.0,6.0
630.0,360.0,4.0
1760.0,340.0,3.0
630.0,130.0,1.0
670.0,150.0,1.0
2260.0,160.0,2.0
2550.0,330.0,1.0
480.0,130.0,1.0
790.0,100.0,-1.0
1860.0,90.0,-1.0
1450.0,120.0,-4.0
4900.0,120.0,1.0
4380.0,110.0,0.0
3480.0,110.0,-1.0
5330.0,170.0,0.0
6790.0,70.0,-1.0
7830.0,300.0,1.0
4200.0,270.0,-1.0
1320.0,220.0,2.0
3160.0,220.0,1.0
3950.0,320.0,2.0
4410.0,200.0,nan
4510.0,130.0,nan
6030.0,80.0,nan
7240.0,130.0,nan
810.0,160.0,nan
3670.0,90.0,nan
4520.0,80.0,nan
5300.0,810.0,nan
1670.0,140.0,nan
1890.0,80.0,nan
4390.0,1660.0,nan
3520.0,1440.0,nan
7170.0,80.0,nan
8790.0,60.0,nan
5330.0,110.0,nan
4110.0,70.0,nan
5210.0,120.0,nan
6310.0,120.0,nan
4330.0,90.0,nan
4680.0,60.0,nan
2960.0,100.0,nan
3060.0,90.0,nan
5710.0,120.0,nan
3100.0,160.0,nan
2180.0,170.0,nan
8180.0,340.0,nan
6520.0,290.0,nan
3390.0,230.0,nan
1900.0,300.0,nan
12320.0,430.0,nan
4410.0,200.0,nan
3860.0,420.0,nan
7560.0,400.0,nan
7730.0,420.0,nan
5640.0,490.0,nan
20150.0,340.0,nan
11060.0,340.0,nan
6570.0,240.0,nan
6920.0,nan,nan
4740.0,430.0,nan
2700.0,530.0,nan
6860.0,530.0,nan
8070.0,490.0,nan
23560.0,420.0,nan
5520.0,330.0,nan
8390.0,340.0,nan
75690.0,490.0,nan
17540.0,380.0,nan
8530.0,380.0,nan
5270.0,430.0,nan
13180.0,460.0,nan
18300.0,500.0,nan
28950.0,600.0,nan
8620.0,520.0,nan
6820.0,520.0,nan
10780.0,530.0,4.0
7690.0,700.0,4.0
7270.0,340.0,8.0
6790.0,410.0,9.0
14410.0,280.0,10.0
4970.0,490.0,12.0
3650.0,180.0,8.0
7350.0,210.0,6.0
6640.0,260.0,9.0
1000.0,250.0,8.0
nan,210.0,6.0
nan,260.0,5.0
nan,290.0,6.0
160.0,430.0,2.0
nan,290.0,3.0
nan,260.0,2.0
nan,190.0,3.0
2130.0,540.0,2.0
nan,330.0,6.0
nan,250.0,3.0
nan,170.0,9.0
nan,170.0,9.0
nan,220.0,8.0
nan,160.0,9.0
nan,160.0,9.0
nan,nan,6.0
nan,nan,6.0
nan,nan,4.0
nan,nan,7.0
nan,nan,7.0
nan,nan,5.0
nan,nan,7.0
nan,nan,5.0
nan,nan,4.0
nan,nan,5.0
nan,nan,7.0
nan,nan,11.0
nan,nan,10.0
nan,nan,7.0
nan,nan,7.0
nan,nan,5.0
nan,nan,6.0
nan,nan,8.0
4020.0,nan,8.0
2660.0,nan,7.0
nan,nan,9.0
nan,nan,9.0
nan,830.0,10.0
nan,670.0,11.0
nan,510.0,12.0
83170.0,410.0,11.0
nan,300.0,12.0
nan,nan,8.0
nan,460.0,7.0
37290.0,420.0,8.0
nan,350.0,9.0
nan,300.0,8.0
nan,420.0,10.0
nan,440.0,10.0
nan,430.0,11.0
nan,490.0,8.0
nan,760.0,14.0
1420.0,730.0,9.0
530.0,590.0,9.0
1730.0,520.0,8.0
1010.0,280.0,11.0
1830.0,240.0,8.0
1580.0,nan,10.0
2170.0,500.0,6.0
3020.0,210.0,7.0
2300.0,160.0,8.0
4330.0,160.0,8.0
1830.0,430.0,10.0
1900.0,nan,11.0
5540.0,180.0,11.0
2590.0,350.0,12.0
3280.0,380.0,11.0
1040.0,280.0,9.0
nan,180.0,9.0
nan,230.0,2.0
nan,220.0,0.0
nan,170.0,-2.0
nan,160.0,-2.0
nan,260.0,-1.0
nan,360.0,1.0
nan,180.0,6.0
74560.0,220.0,9.0
3470.0,170.0,4.0
2070.0,230.0,2.0
3350.0,200.0,8.0
2530.0,150.0,11.0
410.0,90.0,6.0
1290.0,120.0,1.0
800.0,140.0,-3.0
950.0,90.0,-2.0
410.0,360.0,-4.0
1110.0,170.0,0.0
2310.0,110.0,3.0
2530.0,150.0,2.0
2470.0,210.0,0.0
1700.0,260.0,1.0
2570.0,110.0,2.0
3000.0,120.0,0.0
2210.0,80.0,1.0
3030.0,120.0,-4.0
2180.0,1160.0,-3.0
990.0,70.0,1.0
670.0,80.0,2.0
3060.0,130.0,0.0
2200.0,80.0,2.0
2210.0,110.0,2.0
3170.0,170.0,2.0
4160.0,220.0,6.0
2440.0,160.0,0.0
2600.0,nan,-1.0
3820.0,330.0,-1.0
3350.0,340.0,0.0
6480.0,320.0,-1.0
2220.0,330.0,-4.0
2040.0,140.0,3.0
3460.0,150.0,4.0
4900.0,80.0,5.0
1360.0,70.0,3.0
3500.0,80.0,0.0
2840.0,150.0,2.0
3530.0,110.0,6.0
2160.0,100.0,4.0
3020.0,80.0,3.0
2530.0,120.0,1.0
5160.0,70.0,1.0
3830.0,70.0,2.0
5500.0,70.0,1.0
10830.0,110.0,1.0
10110.0,1370.0,-1.0
580.0,50.0,-1.0
1650.0,420.0,-4.0
2700.0,80.0,1.0
2540.0,30.0,0.0
2940.0,70.0,-1.0
2640.0,750.0,0.0
3260.0,1070.0,-1.0
6840.0,1140.0,1.0
3350.0,470.0,-1.0
3830.0,410.0,2.0
8130.0,800.0,1.0
7020.0,920.0,2.0
4300.0,780.0,nan
1850.0,640.0,nan
2710.0,530.0,nan
2440.0,810.0,nan
1740.0,550.0,nan
2400.0,440.0,nan
3450.0,620.0,nan
1000.0,610.0,nan
4590.0,660.0,nan
5290.0,430.0,nan
6390.0,400.0,nan
8000.0,200.0,nan
12360.0,340.0,nan
7290.0,200.0,nan
3950.0,370.0,nan
36970.0,470.0,nan
13270.0,250.0,nan
2650.0,290.0,nan
6340.0,340.0,nan
5240.0,490.0,nan
6600.0,440.0,nan
2600.0,430.0,nan
7450.0,620.0,nan
3270.0,440.0,nan
10740.0,380.0,nan
9450.0,820.0,nan
20190.0,480.0,nan
7360.0,460.0,nan
5370.0,550.0,nan
6200.0,690.0,nan
4150.0,560.0,nan
3070.0,450.0,nan
2780.0,510.0,nan
3260.0,450.0,nan
4960.0,370.0,nan
2420.0,380.0,nan
4250.0,580.0,nan
2010.0,470.0,nan
3580.0,350.0,nan
2310.0,490.0,nan
2980.0,750.0,nan
2210.0,430.0,nan
1710.0,440.0,nan
4530.0,580.0,nan
6890.0,420.0,nan
4890.0,400.0,nan
5860.0,320.0,nan
4610.0,790.0,nan
6910.0,470.0,nan
7300.0,460.0,nan
6370.0,400.0,nan
9260.0,580.0,nan
9830.0,800.0,nan
9030.0,670.0,nan
7400.0,600.0,nan
3700.0,580.0,4.0
9400.0,960.0,4.0
9410.0,860.0,8.0
7370.0,490.0,9.0
9260.0,810.0,10.0
7960.0,520.0,12.0
480.0,690.0,8.0
17020.0,470.0,6.0
8670.0,480.0,9.0
4280.0,520.0,8.0
1170.0,410.0,6.0
900.0,440.0,5.0
860.0,560.0,6.0
3700.0,410.0,2.0
920.0,520.0,3.0
820.0,560.0,2.0
5210.0,610.0,3.0
8000.0,440.0,2.0
4050.0,230.0,6.0
4310.0,380.0,3.0
8990.0,360.0,9.0
14220.0,340.0,9.0
2520.0,400.0,8.0
4330.0,180.0,9.0
4350.0,570.0,9.0
2550.0,420.0,6.0
110.0,360.0,6.0
nan,430.0,4.0
610.0,640.0,7.0
5360.0,680.0,7.0
2280.0,640.0,5.0
4960.0,660.0,7.0
2120.0,720.0,5.0
1130.0,460.0,4.0
3980.0,650.0,5.0
2490.0,300.0,7.0
1760.0,300.0,11.0
810.0,450.0,10.0
790.0,800.0,7.0
420.0,680.0,7.0
710.0,500.0,5.0
3480.0,630.0,6.0
450.0,810.0,8.0
1680.0,550.0,8.0
1380.0,580.0,7.0
170.0,520.0,9.0
420.0,530.0,9.0
3280.0,600.0,10.0
2590.0,900.0,11.0
2030.0,430.0,12.0
920.0,390.0,11.0
1100.0,590.0,12.0
2170.0,550.0,8.0
2060.0,460.0,7.0
110.0,440.0,8.0
5310.0,580.0,9.0
2320.0,400.0,8.0
420.0,410.0,10.0
450.0,450.0,10.0
340.0,330.0,11.0
2590.0,240.0,8.0
430.0,290.0,14.0
450.0,330.0,9.0
900.0,390.0,9.0
800.0,260.0,8.0
1010.0,220.0,11.0
670.0,230.0,8.0
1550.0,250.0,10.0
1080.0,540.0,6.0
3860.0,340.0,7.0
3160.0,150.0,8.0
nan,210.0,8.0
670.0,220.0,10.0
1260.0,170.0,11.0
740.0,100.0,11.0
nan,220.0,12.0
3420.0,170.0,11.0
850.0,90.0,9.0
7750.0,120.0,9.0
nan,150.0,-2.0
nan,230.0,-2.0
nan,150.0,-1.0
nan,160.0,1.0
nan,130.0,6.0
nan,90.0,9.0
nan,460.0,4.0
1120.0,450.0,2.0
1050.0,280.0,8.0
nan,100.0,11.0
nan,70.0,6.0
nan,nan,1.0
5200.0,nan,-3.0
89100.0,nan,-2.0
9160.0,nan,-4.0
1630.0,nan,0.0
1300.0,nan,3.0
6850.0,nan,2.0
4320.0,nan,0.0
12500.0,nan,1.0
2230.0,nan,2.0
7680.0,nan,0.0
3610.0,nan,1.0
790.0,nan,-4.0
10300.0,280.0,-3.0
2350.0,270.0,1.0
14540.0,350.0,2.0
5740.0,340.0,0.0
2790.0,360.0,2.0
11440.0,380.0,2.0
18560.0,360.0,2.0
9290.0,380.0,6.0
41070.0,490.0,0.0
9010.0,410.0,-1.0
22910.0,400.0,-1.0
8470.0,430.0,0.0
7970.0,580.0,-1.0
5380.0,330.0,-4.0
4940.0,560.0,3.0
4280.0,480.0,4.0
10360.0,570.0,5.0
5980.0,680.0,3.0
3120.0,590.0,0.0
2380.0,600.0,2.0
1890.0,830.0,6.0
2170.0,370.0,4.0
3640.0,430.0,3.0
3660.0,600.0,1.0
1160.0,470.0,1.0
4990.0,440.0,2.0
3290.0,490.0,1.0
2800.0,410.0,1.0
2410.0,250.0,-1.0
5450.0,450.0,-1.0
2200.0,310.0,-4.0
380.0,270.0,1.0
2530.0,400.0,0.0
4110.0,330.0,-1.0
6750.0,290.0,0.0
5700.0,400.0,-1.0
5600.0,480.0,1.0
9010.0,440.0,-1.0
12690.0,300.0,2.0
5020.0,210.0,1.0
3820.0,300.0,2.0
13860.0,440.0,nan
4450.0,380.0,nan
5690.0,340.0,nan
4660.0,220.0,nan
7560.0,780.0,nan
4830.0,700.0,nan
4860.0,430.0,nan
2610.0,380.0,nan
5820.0,550.0,nan
4700.0,550.0,nan
830.0,340.0,nan
8720.0,660.0,nan
9990.0,420.0,nan
5260.0,380.0,nan
4580.0,640.0,nan
6840.0,650.0,nan
2060.0,670.0,nan
8870.0,540.0,nan
71720.0,640.0,nan
12950.0,730.0,nan
4690.0,570.0,nan
11120.0,510.0,nan
7110.0,430.0,nan
5410.0,590.0,nan
3060.0,530.0,nan
9420.0,600.0,nan
9180.0,1320.0,nan
18230.0,510.0,nan
4860.0,560.0,nan
5370.0,750.0,nan
14150.0,250.0,nan
10580.0,420.0,nan
9360.0,480.0,nan
5920.0,560.0,nan
nan,430.0,nan
1130.0,410.0,nan
2160.0,560.0,nan
2800.0,570.0,nan
2280.0,490.0,nan
920.0,490.0,nan
1560.0,420.0,nan
3640.0,300.0,nan
5830.0,440.0,nan
3220.0,530.0,nan
3060.0,260.0,nan
4760.0,250.0,nan
8420.0,320.0,nan
5490.0,340.0,nan
560.0,200.0,nan
1830.0,250.0,nan
960.0,290.0,nan
2160.0,140.0,nan
3280.0,100.0,nan
1610.0,100.0,nan
670.0,90.0,nan
4330.0,100.0,4.0
4860.0,130.0,4.0
3540.0,180.0,8.0
3520.0,170.0,9.0
4200.0,260.0,10.0
4870.0,160.0,12.0
10600.0,180.0,8.0
8500.0,250.0,6.0
5270.0,400.0,9.0
3790.0,330.0,8.0
6530.0,330.0,6.0
2450.0,340.0,5.0
4740.0,450.0,6.0
3360.0,500.0,2.0
4840.0,500.0,3.0
7270.0,550.0,2.0
20040.0,830.0,3.0
5990.0,610.0,2.0
12200.0,370.0,6.0
16220.0,430.0,3.0
4610.0,420.0,9.0
3730.0,550.0,9.0
nan,440.0,8.0
15800.0,520.0,9.0
9280.0,630.0,9.0
8250.0,570.0,6.0
23370.0,360.0,6.0
6720.0,240.0,4.0
nan,430.0,7.0
13330.0,440.0,7.0
nan,230.0,5.0
660.0,440.0,7.0
nan,560.0,5.0
nan,690.0,4.0
nan,140.0,5.0
780.0,70.0,7.0
580.0,nan,11.0
510.0,nan,10.0
410.0,nan,7.0
600.0,nan,7.0
450.0,nan,5.0
1020.0,nan,6.0
380.0,nan,8.0
110.0,nan,8.0
1230.0,nan,7.0
1240.0,nan,9.0
1310.0,140.0,9.0
1710.0,160.0,10.0
640.0,180.0,11.0
1200.0,210.0,12.0
950.0,230.0,11.0
1110.0,260.0,12.0
560.0,140.0,8.0
760.0,160.0,7.0
3060.0,280.0,8.0
2970.0,300.0,9.0
340.0,250.0,8.0
nan,340.0,10.0
nan,330.0,10.0
nan,310.0,11.0
nan,250.0,8.0
nan,480.0,14.0
nan,620.0,9.0
nan,380.0,9.0
nan,360.0,8.0
nan,240.0,11.0
nan,290.0,8.0
nan,230.0,10.0
nan,250.0,6.0
7270.0,340.0,7.0
nan,180.0,8.0
